athlete_full_name,athlete_url,sex,height,weight,NOC,NOC_code
Zsofia KONYA,https://olympics.com/en/athletes/zsofia-konya,Female,158 cm,56 kg,Hungary,HUN
Yubin LEE,https://olympics.com/en/athletes/yubin-lee,Male,,,Republic of Korea,KOR
Gwendoline DAUDET,https://olympics.com/en/athletes/gwendoline-daudet,Female,158 cm,54 kg,France,FRA
Valentina ASCIC,https://olympics.com/en/athletes/valentina-ascic,Female,,,Croatia,CRO
Patrycja MALISZEWSKA,https://olympics.com/en/athletes/patrycja-maliszewska,Female,171 cm,62 kg,Poland,POL
Michaela HRUZOVA,https://olympics.com/en/athletes/michaela-hruzova,Female,,,Czechia,CZE
Minjeong CHOI,https://olympics.com/en/athletes/choi-minjeong,Male,184 cm,75 kg,Republic of Korea,KOR
Kamila STORMOWSKA,https://olympics.com/en/athletes/kamila-stormowska,Female,,,Poland,POL
Nikola MAZUR,https://olympics.com/en/athletes/nikola-mazur,Female,,,Poland,POL
Kexin FAN,https://olympics.com/en/athletes/kexin-fan,Female,170 cm,55 kg,People's Republic of China,CHN
Kathryn THOMSON,https://olympics.com/en/athletes/thomson,Female,153 cm,54 kg,Great Britain,GBR
Hanne DESMET,https://olympics.com/en/athletes/hanne-desmet,Female,,,Belgium,BEL
Florence BRUNELLE,https://olympics.com/en/athletes/florence-brunelle,Female,,,Canada,CAN
Chunyu QU,https://olympics.com/en/athletes/chunyu-qu,,,,,
Petra JASZAPATI,https://olympics.com/en/athletes/petra-jaszapati,Female,165 cm,58 kg,Hungary,HUN
Sumire KIKUCHI,https://olympics.com/en/athletes/sumire-kikuchi,Female,160 cm,52 kg,Japan,JPN
Selma POUTSMA,https://olympics.com/en/athletes/selma-poutsma,Female,,,Netherlands,NED
Brendan Ronald COREY,https://olympics.com/en/athletes/brendan-ronald-corey,Male,,,Australia,AUS
Stijn DESMET,https://olympics.com/en/athletes/stijn-desmet,Male,,,Belgium,BEL
Jens VAN 'T WOUT,https://olympics.com/en/athletes/jens-van-t-wout,Male,,,Netherlands,NED
Maxime LAOUN,https://olympics.com/en/athletes/maxime-laoun,Male,,,Canada,CAN
Jordan PIERRE-GILLES,https://olympics.com/en/athletes/jordan-pierre-gilles,Male,,,Canada,CAN
Denis NIKISHA,https://olympics.com/en/athletes/denis-nikisha,Male,178 cm,72 kg,Kazakhstan,KAZ
Roberts KRUZBERGS,https://olympics.com/en/athletes/roberts-kruzbergs,Male,,,Latvia,LAT
Dylan HOOGERWERF,https://olympics.com/en/athletes/dylan-hoogerwerf,Male,188 cm,79 kg,Netherlands,NED
Kota KIKUCHI,https://olympics.com/en/athletes/kota-kikuchi,Male,,,Japan,JPN
Itzhak DE LAAT,https://olympics.com/en/athletes/de-laat,Male,175 cm,63 kg,Netherlands,NED
Sidney K CHU,https://olympics.com/en/athletes/sidney-k-chu,Male,,,"Hong Kong, China",HKG
Vladislav BYKANOV,https://olympics.com/en/athletes/vladislav-bykanov,Male,186 cm,84 kg,Israel,ISR
Pietro SIGHEL,https://olympics.com/en/athletes/pietro-sighel,Male,171 cm,66 kg,Italy,ITA
Daeheon HWANG,https://olympics.com/en/athletes/daeheon-hwang,Female,,,Republic of Korea,KOR
Adil GALIAKHMETOV,https://olympics.com/en/athletes/adil-galiakhmetov,Male,,,Kazakhstan,KAZ
Shaoang LIU,https://olympics.com/en/athletes/shaoang-liu,Male,182 cm,78 kg,Hungary,HUN
Steven DUBOIS,https://olympics.com/en/athletes/steven-dubois,Male,,,Canada,CAN
Abzal AZHGALIYEV,https://olympics.com/en/athletes/abzal-azhgaliyev,Male,174 cm,70 kg,Kazakhstan,KAZ
Oleh HANDEI,https://olympics.com/en/athletes/oleh-handei,Male,,,Ukraine,UKR
Konstantin IVLIEV,https://olympics.com/en/athletes/konstantin-ivliev,Male,171 cm,68 kg,Soviet Union,URS
Ziwei REN,https://olympics.com/en/athletes/ren,Male,177 cm,73 kg,People's Republic of China,CHN
Katsunori KOIKE,https://olympics.com/en/athletes/katsunori-koike,Male,,,Japan,JPN
Pavel SITNIKOV,https://olympics.com/en/athletes/pavel-sitnikov,Male,,,Azerbaijan,AZE
Ryan PIVIROTTO,https://olympics.com/en/athletes/ryan-pivirotto,Male,165 cm,62 kg,United States,USA
Quentin FERCOQ,https://olympics.com/en/athletes/quentin-fercoq,Male,179 cm,70 kg,France,FRA
Shaolin Sandor LIU,https://olympics.com/en/athletes/liu-1,Male,183 cm,84 kg,Hungary,HUN
Juneseo LEE,https://olympics.com/en/athletes/juneseo-lee,Male,,,Republic of Korea,KOR
Sebastien LEPAPE,https://olympics.com/en/athletes/sebastien-lepape,Male,189 cm,82 kg,France,FRA
Andrea CASSINELLI,https://olympics.com/en/athletes/andrea-cassinelli,Male,185 cm,80 kg,Italy,ITA
Long SUN,https://olympics.com/en/athletes/long-sun,Male,,,People's Republic of China,CHN
John-Henry KRUEGER,https://olympics.com/en/athletes/krueger,Male,178 cm,75 kg,Hungary,HUN
Pascal DION,https://olympics.com/en/athletes/pascal-dion,Male,172 cm,69 kg,Canada,CAN
Semen ELISTRATOV,https://olympics.com/en/athletes/semen-elistratov,,,,,
Andrew HEO,https://olympics.com/en/athletes/andrew-heo,Male,170 cm,51 kg,Republic of Korea,KOR
Shogo MIYATA,https://olympics.com/en/athletes/shogo-miyata,Male,,,Japan,JPN
Reinis BERZINS,https://olympics.com/en/athletes/reinis-berzins,Male,,,Latvia,LAT
Janghyuk PARK,https://olympics.com/en/athletes/janghyuk-park,Female,168 cm,61 kg,Republic of Korea,KOR
Sven ROES,https://olympics.com/en/athletes/sven-roes,Male,,,Netherlands,NED
Farrell TREACY,https://olympics.com/en/athletes/farrell-treacy,Male,186 cm,81 kg,Great Britain,GBR
Kazuki YOSHINAGA,https://olympics.com/en/athletes/kazuki-yoshinaga,Male,173 cm,63 kg,Japan,JPN
Sjinkie KNEGT,https://olympics.com/en/athletes/sjinkie-knegt,,,,,
Tianyi ZHANG,https://olympics.com/en/athletes/tianyi-zhang-x3797,Female,172 cm,58 kg,People's Republic of China,CHN
Dajing WU,https://olympics.com/en/athletes/dajing-wu,,,,,
Denis AIRAPETIAN,https://olympics.com/en/athletes/denis-airapetian,Male,180 cm,65 kg,Russian Federation,RUS
Luca SPECHENHAUSER,https://olympics.com/en/athletes/luca-spechenhauser,Male,,,Italy,ITA
Yuri CONFORTOLA,https://olympics.com/en/athletes/yuri-confortola,Male,169 cm,69 kg,Italy,ITA
Michal NIEWINSKI,https://olympics.com/en/athletes/michal-niewinski,Male,,,Poland,POL
Daniil EIBOG,https://olympics.com/en/athletes/daniil-eibog,Male,,,Belarus,BLR
Niall TREACY,https://olympics.com/en/athletes/niall-treacy,Male,,,Great Britain,GBR
Wenlong LI,https://olympics.com/en/athletes/wenlong-li,,,,,
Charles HAMELIN,https://olympics.com/en/athletes/charles-hamelin,Male,175 cm,71 kg,Canada,CAN
Furkan AKAR,https://olympics.com/en/athletes/furkan-akar,Male,,,Türkiye,TUR
Natalia MALISZEWSKA,https://olympics.com/en/athletes/maliszewska,Female,174 cm,64 kg,Poland,POL
Chutong ZHANG,https://olympics.com/en/athletes/chutong-zhang,Female,,,People's Republic of China,CHN
Yuki KIKUCHI,https://olympics.com/en/athletes/yuki-kikuchi,Female,160 cm,54 kg,Japan,JPN
Anna VOSTRIKOVA,https://olympics.com/en/athletes/anna-vostrikova,Female,,,ROC,ROC
Cynthia MASCITTO,https://olympics.com/en/athletes/cynthia-mascitto,Female,176 cm,64 kg,Italy,ITA
Alang KIM,https://olympics.com/en/athletes/alang-kim,Male,177 cm,72 kg,Republic of Korea,KOR
Shione KAMINAGA,https://olympics.com/en/athletes/shione-kaminaga,Female,164 cm,65 kg,Japan,JPN
Courtney SARAULT,https://olympics.com/en/athletes/courtney-sarault,Female,,,Canada,CAN
Olga TIKHONOVA,https://olympics.com/en/athletes/olga-tikhonova,Female,,,Kazakhstan,KAZ
Yutong HAN,https://olympics.com/en/athletes/han-2,Female,165 cm,60 kg,People's Republic of China,CHN
Arianna SIGHEL,https://olympics.com/en/athletes/arianna-sighel,Female,,,Italy,ITA
Danae BLAIS,https://olympics.com/en/athletes/danae-blais,Female,,,Canada,CAN
Rianne DE VRIES,https://olympics.com/en/athletes/rianne-de-vries,Female,168 cm,57 kg,Netherlands,NED
Uliana DUBROVA,https://olympics.com/en/athletes/uliana-dubrova,Female,,,Ukraine,UKR
Julie LETAI,https://olympics.com/en/athletes/julie-letai,Female,,,United States,USA
Anna SEIDEL,https://olympics.com/en/athletes/anna-seidel,Female,163 cm,43 kg,Germany,GER
Queralt CASTELLET,https://olympics.com/en/athletes/queralt-castellet,Female,156 cm,52 kg,Spain,ESP
Xuetong CAI,https://olympics.com/en/athletes/xuetong-cai,Female,162 cm,60 kg,People's Republic of China,CHN
Ruki TOMITA,https://olympics.com/en/athletes/ruki-tomita,Female,,,Japan,JPN
Emily ARTHUR,https://olympics.com/en/athletes/emily-arthur,Female,,,Australia,AUS
Berenice WICKI,https://olympics.com/en/athletes/berenice-wicki,Female,,,Switzerland,SUI
Kamilla KOZUBACK,https://olympics.com/en/athletes/kamilla-kozuback,Female,164 cm,52 kg,Canada,CAN
Chloe KIM,https://olympics.com/en/athletes/chloe-kim,Female,160 cm,52 kg,United States,USA
Leilani ETTEL,https://olympics.com/en/athletes/leilani-ettel,Female,,,Germany,GER
Leng QIU,https://olympics.com/en/athletes/qiu,Female,167 cm,57 kg,People's Republic of China,CHN
Tessa MAUD,https://olympics.com/en/athletes/tessa-maud,Female,,,United States,USA
Shaotong WU,https://olympics.com/en/athletes/shaotong-wu,,,,,
Zoe KALAPOS,https://olympics.com/en/athletes/zoe-kalapos,Female,,,United States,USA
Mitsuki ONO,https://olympics.com/en/athletes/mitsuki-ono,Female,,,Japan,JPN
Elizabeth HOSKING,https://olympics.com/en/athletes/hosking,Female,167 cm,54 kg,Canada,CAN
Na-Yoon LEE,https://olympics.com/en/athletes/lee-na-yoon,Female,,,Republic of Korea,KOR
Brooke DHONDT,https://olympics.com/en/athletes/brooke-dhondt,Female,175 cm,72 kg,Australia,AUS
Sena TOMITA,https://olympics.com/en/athletes/tomita,Female,160 cm,58 kg,Japan,JPN
Sarka PANCOCHOVA,https://olympics.com/en/athletes/sarka-pancochova,Female,159 cm,55 kg,Czechia,CZE
Jenise SPITERI,https://olympics.com/en/athletes/jenise-spiteri,Female,,,Malta,MLT
Maddie MASTRO,https://olympics.com/en/athletes/mastro,Female,163 cm,50 kg,United States,USA
Kurumi IMAI,https://olympics.com/en/athletes/imai,Female,147 cm,45 kg,Japan,JPN
Francesca GALLINA,https://olympics.com/en/athletes/francesca-gallina,Female,175 cm,66 kg,Italy,ITA
Jiayu LIU,https://olympics.com/en/athletes/jiayu-liu,Female,172 cm,65 kg,People's Republic of China,CHN
Josie BAFF,https://olympics.com/en/athletes/josie-baff,Female,,,Australia,AUS
Tess CRITCHLOW,https://olympics.com/en/athletes/tess-critchlow,Female,176 cm,69 kg,Canada,CAN
Meghan TIERNEY,https://olympics.com/en/athletes/meghan-tierney,Female,175 cm,59 kg,United States,USA
Belle BROCKHOFF,https://olympics.com/en/athletes/belle-brockhoff,Female,170 cm,70 kg,Australia,AUS
Sofia BELINGHERI,https://olympics.com/en/athletes/sofia-belingheri,Female,160 cm,53 kg,Italy,ITA
Yuka NAKAMURA,https://olympics.com/en/athletes/yuka-nakamura,Female,,,Japan,JPN
Sina SIEGENTHALER,https://olympics.com/en/athletes/sina-siegenthaler,Female,,,Switzerland,SUI
He FENG,https://olympics.com/en/athletes/he-feng,Female,,,Chinese Taipei,TPE
Sophie HEDIGER,https://olympics.com/en/athletes/sophie-hediger,Female,,,Switzerland,SUI
Faye GULINI,https://olympics.com/en/athletes/faye-gulini,Female,163 cm,57 kg,United States,USA
Vendula HOPJAKOVA,https://olympics.com/en/athletes/vendula-hopjakova,Female,175 cm,75 kg,Czechia,CZE
Meryeta ODINE,https://olympics.com/en/athletes/meryeta-odine,Female,169 cm,71 kg,Canada,CAN
Stacy GASKILL,https://olympics.com/en/athletes/stacy-gaskill,Female,,,United States,USA
Julia PEREIRA DE SOUSA MABILEAU,https://olympics.com/en/athletes/julia-pereira-de-sousa-mabileau,Female,174 cm,60 kg,France,FRA
Charlotte BANKES,https://olympics.com/en/athletes/charlotte-bankes,Female,163 cm,60 kg,France,FRA
Alexia QUEYREL,https://olympics.com/en/athletes/alexia-queyrel,Female,162 cm,55 kg,France,FRA
Chloe TRESPEUCH,https://olympics.com/en/athletes/chloe-trespeuch,Female,176 cm,63 kg,France,FRA
Audrey MCMANIMAN,https://olympics.com/en/athletes/audrey-mcmaniman,Female,,,Canada,CAN
Jana FISCHER,https://olympics.com/en/athletes/jana-fischer,Female,174 cm,75 kg,Germany,GER
Pia ZERKHOLD,https://olympics.com/en/athletes/pia-zerkhold,Female,,,Austria,AUT
Mariia VASILTCOVA,https://olympics.com/en/athletes/mariia-vasiltcova,,,,,
Zoe BERGERMANN,https://olympics.com/en/athletes/zoe-bergermann,Female,170 cm,63 kg,Canada,CAN
Manon PETIT LENOIR,https://olympics.com/en/athletes/manon-petit-lenoir,Female,164 cm,53 kg,France,FRA
Ekaterina LOKTEVA-ZAGORSKAIA,https://olympics.com/en/athletes/ekaterina-lokteva-zagorskaia,Female,,,ROC,ROC
Maeva ESTEVEZ,https://olympics.com/en/athletes/maeva-estevez,Female,,,Andorra,AND
Caterina CARPANO,https://olympics.com/en/athletes/caterina-carpano,Female,,,Italy,ITA
Aleksandra PARSHINA,https://olympics.com/en/athletes/aleksandra-parshina,Female,,,ROC,ROC
Michela MOIOLI,https://olympics.com/en/athletes/michela-moioli,Female,173 cm,65 kg,Italy,ITA
Kristina PAUL,https://olympics.com/en/athletes/kristina-paul-1,Female,169 cm,78 kg,ROC,ROC
Lindsey JACOBELLIS,https://olympics.com/en/athletes/lindsey-jacobellis,Female,168 cm,64 kg,United States,USA
Lara CASANOVA,https://olympics.com/en/athletes/lara-casanova,Female,167 cm,65 kg,Switzerland,SUI
Dmitriy KARLAGACHEV,https://olympics.com/en/athletes/dmitriy-karlagachev,Male,,,ROC,ROC
Stefan BAUMEISTER,https://olympics.com/en/athletes/stefan-baumeister,Male,173 cm,72 kg,Germany,GER
Oskar KWIATKOWSKI,https://olympics.com/en/athletes/oskar-kwiatkowski,Male,182 cm,88 kg,Poland,POL
Elias HUBER,https://olympics.com/en/athletes/elias-huber,Male,,,France,FRA
Nevin GALMARINI,https://olympics.com/en/athletes/nevin-galmarini,Male,172 cm,74 kg,Switzerland,SUI
Roland FISCHNALLER,https://olympics.com/en/athletes/roland-fischnaller-1,Male,179 cm,85 kg,Italy,ITA
Sebastien BEAULIEU,https://olympics.com/en/athletes/sebastien-beaulieu,Male,,,Canada,CAN
Zan KOSIR,https://olympics.com/en/athletes/zan-kosir,Male,184 cm,77 kg,Slovenia,SLO
Vic WILD,https://olympics.com/en/athletes/vic-wild,Male,179 cm,82 kg,ROC,ROC
Gian CASANOVA,https://olympics.com/en/athletes/gian-casanova,Male,,,Switzerland,SUI
Cody WINTERS,https://olympics.com/en/athletes/cody-winters,Male,,,United States,USA
Andrey SOBOLEV,https://olympics.com/en/athletes/andrey-sobolev-1,Male,184 cm,73 kg,ROC,ROC
Jules LEFEBVRE,https://olympics.com/en/athletes/jules-lefebvre,Male,,,Canada,CAN
Daniele BAGOZZA,https://olympics.com/en/athletes/daniele-bagozza,Male,,,Italy,ITA
Ye BI,https://olympics.com/en/athletes/ye-bi,Female,179 cm,80 kg,Russian Federation,RUS
Sangho LEE,https://olympics.com/en/athletes/sangho-lee,Male,,,Republic of Korea,KOR
Yannik ANGENEND,https://olympics.com/en/athletes/yannik-angenend,Male,,,Germany,GER
Tim MASTNAK,https://olympics.com/en/athletes/tim-mastnak,Male,177 cm,77 kg,Slovenia,SLO
Benjamin KARL,https://olympics.com/en/athletes/benjamin-karl,Male,186 cm,90 kg,Austria,AUT
Rok MARGUC,https://olympics.com/en/athletes/rok-marguc,Male,180 cm,82 kg,Slovenia,SLO
Alexander PAYER,https://olympics.com/en/athletes/alexander-payer,Male,174 cm,74 kg,Austria,AUT
Andreas PROMMEGGER,https://olympics.com/en/athletes/andreas-prommegger,Male,180 cm,80 kg,Austria,AUT
Radoslav YANKOV,https://olympics.com/en/athletes/radoslav-yankov,Male,190 cm,85 kg,Bulgaria,BUL
Dmitry LOGINOV,https://olympics.com/en/athletes/dmitry-loginov,Male,178 cm,78 kg,ROC,ROC
Sangkyum KIM,https://olympics.com/en/athletes/sangkyum-kim,Male,177 cm,72 kg,Republic of Korea,KOR
Lukas MATHIES,https://olympics.com/en/athletes/lukas-mathies,Male,171 cm,70 kg,Austria,AUT
Arnaud GAUDET,https://olympics.com/en/athletes/arnaud-gaudet,Male,,,Canada,CAN
Mirko FELICETTI,https://olympics.com/en/athletes/mirko-felicetti,Male,178 cm,78 kg,Italy,ITA
Dario CAVIEZEL,https://olympics.com/en/athletes/dario-caviezel,Male,181 cm,87 kg,Switzerland,SUI
Robert BURNS,https://olympics.com/en/athletes/robert-burns-x3153,Male,178 cm,74 kg,Australia,AUS
Edwin CORATTI,https://olympics.com/en/athletes/edwin-coratti,Male,170 cm,77 kg,Italy,ITA
Michal NOWACZYK,https://olympics.com/en/athletes/michal-nowaczyk,Male,,,Poland,POL
Reira IWABUCHI,https://olympics.com/en/athletes/reira-iwabuchi,Female,145 cm,38 kg,Japan,JPN
Julia MARINO,https://olympics.com/en/athletes/julia-marino,Female,160 cm,66 kg,Paraguay,PAR
Evy POPPE,https://olympics.com/en/athletes/evy-poppe,Female,,,Belgium,BEL
Kokomo MURASE,https://olympics.com/en/athletes/murase-kokomo,Female,,,Japan,JPN
Zoi SADOWSKI SYNNOTT,https://olympics.com/en/athletes/zoi-sadowski-synnott,Female,165 cm,57 kg,New Zealand,NZL
Katie ORMEROD,https://olympics.com/en/athletes/katie-ormerod,Female,,,Great Britain,GBR
Urska PRIBOSIC,https://olympics.com/en/athletes/urska-pribosic,Female,,,Slovenia,SLO
Ekaterina KOSOVA,https://olympics.com/en/athletes/ekaterina-kosova,Male,,,Albania,ALB
Jasmine BAIRD,https://olympics.com/en/athletes/jasmine-baird,Female,,,Canada,CAN
Tess COADY,https://olympics.com/en/athletes/tess-coady,Female,,,Australia,AUS
Hanne EILERTSEN,https://olympics.com/en/athletes/hanne-eilertsen,Female,,,Norway,NOR
Jamie ANDERSON,https://olympics.com/en/athletes/jamie-anderson,Female,160 cm,54 kg,United States,USA
Carola NIEMELAE,https://olympics.com/en/athletes/carola-niemelae,Female,178 cm,78 kg,East Germany,GDR
Anna GASSER,https://olympics.com/en/athletes/anna-gasser,Female,165 cm,52 kg,Austria,AUT
Lucile LEFEVRE,https://olympics.com/en/athletes/lucile-lefevre,Female,163 cm,65 kg,France,FRA
Melissa PEPERKAMP,https://olympics.com/en/athletes/melissa-peperkamp,Female,,,Netherlands,NED
Laurie BLOUIN,https://olympics.com/en/athletes/laurie-blouin,Female,165 cm,58 kg,Canada,CAN
Annika MORGAN,https://olympics.com/en/athletes/annika-morgan,Female,,,Germany,GER
Ariane BURRI,https://olympics.com/en/athletes/ariane-burri,Female,,,Switzerland,SUI
Hailey LANGLAND,https://olympics.com/en/athletes/hailey-langland,Female,157 cm,50 kg,United States,USA
Courtney RUMMEL,https://olympics.com/en/athletes/courtney-rummel,Female,,,United States,USA
Bianca GISLER,https://olympics.com/en/athletes/bianca-gisler,Female,,,Switzerland,SUI
Miyabi ONITSUKA,https://olympics.com/en/athletes/miyabi-onitsuka,Female,158 cm,47 kg,Japan,JPN
Lea JUGOVAC,https://olympics.com/en/athletes/lea-jugovac,Female,,,Croatia,CRO
Brooke VOIGT,https://olympics.com/en/athletes/brooke-voigt,Female,170 cm,56 kg,Canada,CAN
Ge RONG,https://olympics.com/en/athletes/ge-rong,,,,,
Klaudia MEDLOVA,https://olympics.com/en/athletes/klaudia-medlova,Female,160 cm,58 kg,Slovakia,SVK
Adam DICKSON,https://olympics.com/en/athletes/adam-dickson,Male,,,Australia,AUS
Alessandro HAEMMERLE,https://olympics.com/en/athletes/alessandro-haemmerle,Male,,,Italy,ITA
Huw NIGHTINGALE,https://olympics.com/en/athletes/huw-nightingale,Male,,,Great Britain,GBR
Hagen KEARNEY,https://olympics.com/en/athletes/hagen-kearney,Male,188 cm,79 kg,United States,USA
Enni RUKAJARVI,https://olympics.com/en/athletes/enni-rukajarvi,,,,,
Cameron BOLTON,https://olympics.com/en/athletes/cameron-bolton,Male,191 cm,82 kg,Australia,AUS
Glenn BLOIS DE,https://olympics.com/en/athletes/glenn-blois-de,Male,,,Netherlands,NED
Jake VEDDER,https://olympics.com/en/athletes/jake-vedder,Male,,,United States,USA
Kevin HILL,https://olympics.com/en/athletes/kevin-hill,Male,180 cm,78 kg,Canada,CAN
Jakob DUSEK,https://olympics.com/en/athletes/jakob-dusek,Male,,,Austria,AUT
Radek HOUSER,https://olympics.com/en/athletes/radek-houser,Male,,,Czechia,CZE
Adam LAMBERT,https://olympics.com/en/athletes/adam-lambert,Male,172 cm,80 kg,Australia,AUS
Jarryd HUGHES,https://olympics.com/en/athletes/jarryd-hughes,Male,179 cm,80 kg,Australia,AUS
Lorenzo SOMMARIVA,https://olympics.com/en/athletes/lorenzo-sommariva,Male,,,Italy,ITA
Omar VISINTIN,https://olympics.com/en/athletes/omar-visintin,Male,182 cm,78 kg,Italy,ITA
Loan BOZZOLO,https://olympics.com/en/athletes/loan-bozzolo,Male,177 cm,85 kg,France,FRA
Nick BAUMGARTNER,https://olympics.com/en/athletes/nick-baumgartner,Male,183 cm,91 kg,United States,USA
Mick DIERDORFF,https://olympics.com/en/athletes/mick-dierdorff,Male,175 cm,84 kg,United States,USA
Merlin SURGET,https://olympics.com/en/athletes/merlin-surget,Male,178 cm,73 kg,France,FRA
Tommaso LEONI,https://olympics.com/en/athletes/tommaso-leoni,Male,180 cm,75 kg,Italy,ITA
Filippo FERRARI,https://olympics.com/en/athletes/filippo-ferrari,Male,,,Italy,ITA
